GEOID,Median_Rent
1400000US06029003124,1638
1400000US06029003125,987
1400000US06029003126,873
1400000US06029003127,1134
1400000US06029003128,1531
1400000US06029003129,-
1400000US06029003130,2021
1400000US06029003131,1491
1400000US06029003132,966
1400000US06029003133,979
1400000US06029003134,1283
1400000US06029003135,1781
1400000US06029003136,1303
1400000US06029003137,1036
1400000US06029003203,1712
1400000US06029003207,1358
1400000US06029003208,1361
1400000US06029003209,1431
1400000US06029003210,1856
1400000US06029003211,1517
1400000US06029003212,2172
1400000US06029003213,-
1400000US06029003214,2355
1400000US06029003215,1718
1400000US06029003216,1643
1400000US06029003217,1794
1400000US06029003218,1529
1400000US06029003219,1919
1400000US06029003220,-
1400000US06029003221,1496
1400000US06029003222,1688
1400000US06029003303,855
1400000US06029003304,897
1400000US06029003305,859
1400000US06029003307,1247
1400000US06029003308,1559
1400000US06029003400,807
1400000US06029003500,783
1400000US06029003600,813
1400000US06029003806,1739
1400000US06029003807,1254
1400000US06029003808,1596
1400000US06029003810,884
1400000US06029003811,1113
1400000US06029003812,1453
1400000US06029003814,-
1400000US06029003815,1836
1400000US06029003816,1553
1400000US06029003817,1864
1400000US06029003818,1855
1400000US06029003819,1308
1400000US06029003820,1150
1400000US06029003821,2141
1400000US06029003822,1957
1400000US06029003823,1336
1400000US06029003824,1712
1400000US06029003825,1859
1400000US06029003826,-
1400000US06029003827,2167
1400000US06029003900,858
1400000US06029004001,1553
1400000US06029004002,1127
1400000US06029004101,1027
1400000US06029004102,796
1400000US06029004302,-
1400000US06029004303,824
1400000US06029004304,-
1400000US06029004305,-
1400000US06029004402,758
1400000US06029004403,850
1400000US06029004404,754
1400000US06029004500,694
1400000US06029004601,-
1400000US06029004603,-
1400000US06029004605,1073
1400000US06029004606,-
1400000US06029004607,597
1400000US06029004702,873
1400000US06029004703,986
1400000US06029004704,924
1400000US06029004801,980
1400000US06029004802,722
1400000US06029004901,900
1400000US06029004903,1111
1400000US06029004904,979
1400000US06029005003,919
1400000US06029005005,1012
1400000US06029005006,1443
1400000US06029005103,943
1400000US06029005104,1634
1400000US06029005203,748
1400000US06029005205,889
1400000US06029005206,826
1400000US06029005207,-
1400000US06029005208,1104
1400000US06029005300,919
1400000US06029005402,865
1400000US06029005405,925
1400000US06029005406,896
1400000US06029005407,1355
1400000US06029005408,936
1400000US06029005409,1509
1400000US06029005410,815
1400000US06029005508,998
1400000US06029005509,1094
1400000US06029005510,1146
1400000US06029005511,907
1400000US06029005512,714
1400000US06029005513,-
1400000US06029005514,-
1400000US06029005600,695
1400000US06029005700,1773
1400000US06029005803,938
1400000US06029005804,831
1400000US06029005805,1524
1400000US06029005806,1238
1400000US06029005900,816
1400000US06029006002,-
1400000US06029006003,925
1400000US06029006004,956
1400000US06029006006,1390
1400000US06029006009,-
1400000US06029006010,-
1400000US06029006011,2169
1400000US06029006012,1128
1400000US06029006101,913
1400000US06029006102,1205
1400000US06029006201,618
1400000US06029006202,1188
1400000US06029006301,903
1400000US06029006303,866
1400000US06029006304,878
1400000US06029006403,825
1400000US06029006404,702
1400000US06029006405,811
1400000US06029006406,785
1400000US06029006500,639
1400000US06029006600,911
1400000US06031000100,1040
1400000US06031000200,1197
1400000US06031000402,1362
1400000US06031000403,1078
1400000US06031000405,969
1400000US06031000406,1264
1400000US06031000407,979
1400000US06031000500,1069
1400000US06031000602,1333
1400000US06031000603,1796
1400000US06031000604,1127
1400000US06031000701,1299
1400000US06031000702,1430
1400000US06031000800,745
1400000US06031000901,894
1400000US06031000902,794
1400000US06031001001,1338
1400000US06031001002,854
1400000US06031001003,1102
1400000US06031001100,748
1400000US06031001200,1018
1400000US06031001300,732
1400000US06031001401,794
1400000US06031001402,992
1400000US06031001500,952
1400000US06031001601,945
1400000US06031001702,1009
1400000US06031001703,839
1400000US06031980000,1472
1400000US06031980100,-
1400000US06031981800,-
1400000US06033000100,798
1400000US06033000300,1154
1400000US06033000401,1062
1400000US06033000402,581
1400000US06033000501,1365
1400000US06033000502,949
1400000US06033000601,1078
1400000US06033000602,799
1400000US06033000702,1042
1400000US06033000703,939
1400000US06033000704,1710
1400000US06033000801,691
1400000US06033000802,860
1400000US06033000901,1448
1400000US06033000902,-
1400000US06033001000,1030
1400000US06033001101,1157
1400000US06033001102,1250
1400000US06033001200,1140
1400000US06033001301,1593
1400000US06033001302,1684
1400000US06035040100,871
1400000US06035040200,984
1400000US06035040302,1175
1400000US06035040303,910
1400000US06035040304,733
1400000US06035040305,831
1400000US06035040400,-
1400000US06035040500,1155
1400000US06035040600,858
1400000US06037101110,1723
1400000US06037101122,2256
1400000US06037101220,1291
1400000US06037101221,1416
1400000US06037101222,1330
1400000US06037101300,2365
1400000US06037101400,1337
1400000US06037102103,1769
1400000US06037102104,2776
1400000US06037102105,1877
1400000US06037102107,1357
1400000US06037103101,2538
1400000US06037103102,1375
1400000US06037103201,1204
1400000US06037103202,-
1400000US06037103300,3320
1400000US06037103401,1770
1400000US06037103402,1055
1400000US06037104103,2174
1400000US06037104105,961
1400000US06037104108,1390
1400000US06037104124,1520
1400000US06037104201,1836
1400000US06037104203,1353
1400000US06037104204,1125
1400000US06037104310,2481
1400000US06037104321,893
1400000US06037104322,1157
1400000US06037104401,1325
1400000US06037104403,1563
1400000US06037104404,1444
1400000US06037104500,2200
1400000US06037104610,1537
1400000US06037104620,1616
1400000US06037104701,1228
1400000US06037104703,1208
1400000US06037104704,1427
1400000US06037104821,1444
1400000US06037104822,1620
1400000US06037104823,1829
1400000US06037104824,-
1400000US06037106010,2223
1400000US06037106020,1938
1400000US06037106111,2292
1400000US06037106112,1955
1400000US06037106113,2100
1400000US06037106114,1437
1400000US06037106403,1767
1400000US06037106405,1410
1400000US06037106406,1949
1400000US06037106407,1642
1400000US06037106408,1574
1400000US06037106510,1888
1400000US06037106520,1863
1400000US06037106603,3500
1400000US06037106604,1670
1400000US06037106641,2713
1400000US06037106642,-
1400000US06037106643,2331
1400000US06037106645,3500
1400000US06037106646,1185
1400000US06037106648,1266
1400000US06037106649,1845
1400000US06037107010,1742
1400000US06037107020,1711
1400000US06037108101,3025
1400000US06037108102,2156
1400000US06037108103,3500
1400000US06037108104,3276
1400000US06037108202,2253
1400000US06037108203,3372
1400000US06037108204,3293
1400000US06037109100,2068
1400000US06037109200,2476
1400000US06037109300,2446
1400000US06037109400,1291
1400000US06037109500,1539
1400000US06037109601,3156
1400000US06037109603,1748
1400000US06037109604,1283
1400000US06037109700,2333
1400000US06037109800,2235
1400000US06037111100,2389
1400000US06037111201,2452
1400000US06037111202,2241
1400000US06037111204,3335
1400000US06037111205,2132
1400000US06037111206,3500
1400000US06037111302,1754
1400000US06037111303,1963
1400000US06037111304,1386
1400000US06037111401,2345
1400000US06037111402,1402
1400000US06037113101,3109
1400000US06037113102,3344
1400000US06037113211,2208
1400000US06037113212,2120
1400000US06037113213,1852
1400000US06037113231,1950
1400000US06037113232,1916
1400000US06037113234,1404
1400000US06037113235,2258
1400000US06037113237,2005
1400000US06037113238,1494
1400000US06037113239,1487
1400000US06037113301,2500
1400000US06037113303,2379
1400000US06037113322,1914
1400000US06037113323,1805
1400000US06037113324,1672
1400000US06037113423,1869
1400000US06037113424,1949
1400000US06037113425,1801
1400000US06037113426,1414
1400000US06037113427,1458
1400000US06037113428,2736
1400000US06037115101,-
1400000US06037115103,1656
1400000US06037115104,1603
1400000US06037115202,1990
1400000US06037115203,1725
1400000US06037115204,1767
1400000US06037115301,2077
1400000US06037115302,1544
1400000US06037115401,1414
1400000US06037115403,1372
1400000US06037115404,1699
1400000US06037117101,1462
1400000US06037117102,1895
1400000US06037117201,1377
1400000US06037117202,586
1400000US06037117301,3133
1400000US06037117302,1733
1400000US06037117303,1908
1400000US06037117404,2772
1400000US06037117405,1397
1400000US06037117407,1321
1400000US06037117408,1262
1400000US06037117510,1598
1400000US06037117520,1390
1400000US06037117530,1320
1400000US06037119001,2289
1400000US06037119003,2000
1400000US06037119004,1567
1400000US06037119201,2164
1400000US06037119202,1306
1400000US06037119310,1505
1400000US06037119320,1702
1400000US06037119340,1293
1400000US06037119341,1424
1400000US06037119342,1676
1400000US06037119400,2051
1400000US06037119700,1706
1400000US06037119801,2350
1400000US06037119802,1969
1400000US06037119900,1741
1400000US06037120010,1405
1400000US06037120020,1209
1400000US06037120030,1131
1400000US06037120103,1316
1400000US06037120104,1477
1400000US06037120105,1056
1400000US06037120106,1274
1400000US06037120107,1330
1400000US06037120108,1331
1400000US06037120300,1242
1400000US06037120400,1438
1400000US06037121010,1952
1400000US06037121020,1430
1400000US06037121101,1346
1400000US06037121102,2130
1400000US06037121210,1181
1400000US06037121221,1656
1400000US06037121222,1579
1400000US06037121600,2231
1400000US06037121801,1377
1400000US06037121802,1250
1400000US06037121900,1416
1400000US06037122000,1794
1400000US06037122120,1559
1400000US06037122121,1273
1400000US06037122122,1448
1400000US06037122200,1538
1400000US06037122410,1260
1400000US06037122420,1402
1400000US06037123010,1229
1400000US06037123020,1286
1400000US06037123103,1457
1400000US06037123104,1269
1400000US06037123203,1352
1400000US06037123204,1426
1400000US06037123205,1402
1400000US06037123206,1162
1400000US06037123301,1740
1400000US06037123303,1554
1400000US06037123304,1378
1400000US06037123410,1387
1400000US06037123420,1215
1400000US06037123510,1314
1400000US06037123520,1318
1400000US06037123601,1405
1400000US06037123602,1416
1400000US06037123700,1683
1400000US06037123800,1499
1400000US06037123901,1527
1400000US06037123902,1704
1400000US06037124000,1572
1400000US06037124102,1505
1400000US06037124103,1209
1400000US06037124104,1325
1400000US06037124105,1367
1400000US06037124201,1523
1400000US06037124203,1445
1400000US06037124204,1272
1400000US06037124300,1318
1400000US06037124400,1573
1400000US06037124500,1734
1400000US06037124600,1906
1400000US06037124700,1776
1400000US06037124902,1468
1400000US06037124903,1746
1400000US06037125101,1700
1400000US06037125102,1705
1400000US06037125200,1715
1400000US06037125310,1799
1400000US06037125321,1594
1400000US06037125322,1860
1400000US06037125402,1885
1400000US06037125403,1823
1400000US06037125404,1994
1400000US06037125501,1458
1400000US06037125502,1736
1400000US06037125600,1651
1400000US06037127102,1389
1400000US06037127103,1268
1400000US06037127104,1480
1400000US06037127210,1300
1400000US06037127220,1371
1400000US06037127300,1484
1400000US06037127400,1455
1400000US06037127520,1226
1400000US06037127603,1537
1400000US06037127604,1403
1400000US06037127605,1654
1400000US06037127606,1483
1400000US06037127711,1454
1400000US06037127712,1524
1400000US06037127803,1448
1400000US06037127804,1492
1400000US06037127805,1255
1400000US06037127806,1412
1400000US06037127910,1228
1400000US06037127920,1483
1400000US06037128101,1684
1400000US06037128102,1373
1400000US06037128210,1531
1400000US06037128220,1327
1400000US06037128302,1292
1400000US06037128303,1304
1400000US06037128400,1857
1400000US06037128500,1710
1400000US06037128601,1369
1400000US06037128602,1555
1400000US06037128703,1944
1400000US06037128704,1941
1400000US06037128801,1710
1400000US06037128802,1800
1400000US06037128910,1724
1400000US06037131021,1397
1400000US06037131022,1684
1400000US06037131023,1728
1400000US06037131024,1834
1400000US06037131100,2697
1400000US06037131200,1942
1400000US06037131300,2431
1400000US06037131400,1726
1400000US06037131600,1357
1400000US06037131701,1484
1400000US06037131702,1601
1400000US06037131801,1230
1400000US06037131802,1955
1400000US06037131900,2442
1400000US06037132001,1439
1400000US06037132002,2061
1400000US06037132101,1617
1400000US06037132102,1845
1400000US06037132301,1145
1400000US06037132302,1623
1400000US06037132501,1466
1400000US06037132502,1670
1400000US06037132700,1242
1400000US06037132900,2083
1400000US06037133000,2106
1400000US06037133101,1814
1400000US06037133102,1553
1400000US06037134001,1505
1400000US06037134002,1244
1400000US06037134101,1558
1400000US06037134103,1283
1400000US06037134104,1411
1400000US06037134201,1423
1400000US06037134302,2770
1400000US06037134303,2208
1400000US06037134304,1794
1400000US06037134305,1415
1400000US06037134306,1519
1400000US06037134421,3500
1400000US06037134422,2917
1400000US06037134423,3500
1400000US06037134424,3500
1400000US06037134520,1340
1400000US06037134521,1610
1400000US06037134522,1302
1400000US06037134710,1440
1400000US06037134720,1678
1400000US06037134801,2142
1400000US06037134802,2463
1400000US06037134901,1246
1400000US06037134904,1223
1400000US06037134905,2549
1400000US06037134906,1599
1400000US06037134907,2276
1400000US06037135102,3097
1400000US06037135111,1905
1400000US06037135113,2560
1400000US06037135115,1904
1400000US06037135116,1749
1400000US06037135201,3147
1400000US06037135202,3283
1400000US06037135204,2414
1400000US06037135205,3096
1400000US06037137000,3373
1400000US06037137103,2281
1400000US06037137104,2223
1400000US06037137202,1847
1400000US06037137203,1743
1400000US06037137301,3500
1400000US06037137302,3354
1400000US06037137401,2413
1400000US06037137402,2491
1400000US06037137501,2431
1400000US06037137502,2532
1400000US06037137504,3500
1400000US06037138000,3500
1400000US06037139001,1874
1400000US06037139200,1955
1400000US06037139301,2844
1400000US06037139302,1747
1400000US06037139303,1368
1400000US06037139401,1406
1400000US06037139402,3011
1400000US06037139502,1659
1400000US06037139504,1752
1400000US06037139505,1727
1400000US06037139506,1729
1400000US06037139600,2526
1400000US06037139701,2777
1400000US06037139703,3240
1400000US06037139704,3239
1400000US06037139705,-
1400000US06037139801,3500
1400000US06037139802,3236
1400000US06037141101,1915
1400000US06037141102,1876
1400000US06037141201,1820
1400000US06037141202,2064
1400000US06037141303,1989
1400000US06037141304,1904
1400000US06037141305,2171
